"LINK","Ragione.sociale","Indirizzo","Città","Provincia","Regione","Partita.IVA","Codice.Fiscale","REA","ATECO","Attività.prevalente","Fatturato","Utile","Costo.del.personale","N..Dipendenti","CamCom","Forma.giuridica","Anno.Fondazione","Stato.Attività","fatturato_num","utile_num","costo_del_personale_num","min_num_dipendenti","max_num_dipendenti"
"https://www.fatturatoitalia.it/ctf_integrated_logistics_srl-04855050235","CTF INTEGRATED LOGISTICS S.R.L.","Via Tevere, 6","NOGAROLE ROCCA","VERONA","VENETO",4855050235,4855050235,"VR 451402","49.41","Trasporto di merci su strada","€ 22.761.159","€ 476.274","€ 1.351.363","da 20 a 49","VR","Societa' a responsabilita' limitata","22/11/2021","Attiva",22761159,476274,1351363,20,49
"https://www.fatturatoitalia.it/coppola_petroli_srl-04010970616","COPPOLA PETROLI S.R.L.","Viale Cimabue I Traversa, 5","CASTEL VOLTURNO","CASERTA","CAMPANIA",4010970616,4010970616,"CE 291394","47.3","Commercio al dettaglio di carburante per autotrazione in esercizi specializzati","€ 22.758.921","€ 443.789","€ 403.917","da 6 a 9","CE","Societa' a responsabilita' limitata","28/10/2014","Attiva",22758921,443789,403917,6,9
"https://www.fatturatoitalia.it/cel_general_contractor_spa-10773080154","CEL GENERAL CONTRACTOR S.P.A.","Via Giambologna, 58","VARESE","VARESE","LOMBARDIA",10773080154,10773080154,"VA 228930","43.21.01","Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione)","€ 22.758.733","€ 5.426.268","€ 4.119.477","da 50 a 99","VA","Societa' per azioni","15/12/1992","Attiva",22758733,5426268,4119477,50,99
"https://www.fatturatoitalia.it/dmc_srl-02300440480","D.M.C. SRL","Viale John Fitzgerald Kennedy, 129","SCARPERIA E SAN PIERO","FIRENZE","TOSCANA",2300440480,2300440480,"FI 513076","25.99.99","Fabbricazione di altri articoli metallici e minuteria metallica nca","€ 22.758.680","€ 2.701.603","€ 5.680.371","da 100 a 199","FI","Societa' a responsabilita' limitata","22/05/2000","Attiva",22758680,2701603,5680371,100,199
"https://www.fatturatoitalia.it/raetech_srl-05333670965","RAETECH S.R.L.","Via Arezzo, 155","FOIANO DELLA CHIANA","AREZZO","TOSCANA",5333670965,5333670965,"AR 147264","38.1","Raccolta dei rifiuti","€ 22.757.969","€ 339.229","€ 1.613.542","da 20 a 49","AR","Societa' a responsabilita' limitata","02/08/2007","Attiva",22757969,339229,1613542,20,49
"https://www.fatturatoitalia.it/csa_cooperativa_servizi_ambiente_societa_cooperativa-01588070209","C.S.A. COOPERATIVA SERVIZI AMBIENTE SOCIETA' COOPERATIVA","Via Gelso, 8","MANTOVA","MANTOVA","LOMBARDIA",1588070209,1588070209,"MN 168328","81.21","Pulizia generale (non specializzata) di edifici","","","","","MN","Societa' cooperativa","02/07/1990","Attiva",NA,NA,NA,0,0
"https://www.fatturatoitalia.it/longo_euroservice_srl-05666680722","LONGO EUROSERVICE S.R.L","Via Castellana - S.s. 634, 2","CONVERSANO","BARI","PUGLIA",5666680722,5666680722,"BA 431985","29.1","Fabbricazione di autoveicoli","€ 22.755.312","€ 1.455.431","€ 2.563.769","da 50 a 99","BA","Societa' a responsabilita' limitata","15/03/2001","Attiva",22755312,1455431,2563769,50,99
"https://www.fatturatoitalia.it/lino_sonego_c_srl-01837410263","LINO SONEGO & C. - S.R.L.","Via Resel, 25","GODEGA DI SANT'URBANO","TREVISO","VENETO",1837410263,1837410263,"TV 171908","31.09.3","Fabbricazione di poltrone e divani","€ 22.755.244","€ 588.012","€ 2.450.111","da 20 a 49","TV","Societa' a responsabilita' limitata","11/11/1985","Attiva",22755244,588012,2450111,20,49
"https://www.fatturatoitalia.it/lanificio_guasti_srl-01960360483","LANIFICIO*GUASTI - S.R.L.","Via A. Einstein, 11","CAMPI BISENZIO","FIRENZE","TOSCANA",1960360483,1960360483,"FI 349258","13.2","Tessitura","€ 22.754.584","€ 4.146.122","€ 717.256","da 10 a 15","FI","Societa' a responsabilita' limitata","14/01/1983","Attiva",22754584,4146122,717256,10,15
"https://www.fatturatoitalia.it/gmt_master_srl-09668961213","GMT MASTER SRL","Via Kagoshima, 36","NAPOLI","NAPOLI","CAMPANIA",9668961213,9668961213,"NA 1048696","46.52.01","Commercio all'ingrosso di apparecchi e materiali telefonici","€ 22.753.691","€ 11.004","N.D.","2",NA,"Societa' a responsabilita' limitata","19/01/2021","Attiva",22753691,11004,NA,2,2
"https://www.fatturatoitalia.it/prosol_acquisti_srl-12068510960","PROSOL ACQUISTI S.R.L.","Via Montefeltro, 4","MILANO","MILANO","LOMBARDIA",12068510960,12068510960,"MI 2638103","46.19.04","Gruppi di acquisto; Mandatari agli acquisti; Buyer","€ 22.753.360","€ -2.046.332","€ 685.157","da 3 a 5","MI","Societa' a responsabilita' limitata","27/10/2021","Attiva",22753360,-2046332,685157,3,5
"https://www.fatturatoitalia.it/hebofrut_srl-02621770219","HEBOFRUT SRL","Via Madonna Del Suffrag., 12","LANA","BOLZANO","TRENTINO ALTO ADIGE",2621770219,2621770219,"BZ 192310","46.31.1","Commercio all'ingrosso di frutta e ortaggi freschi","€ 22.751.221","€ 548.493","€ 212.291","da 3 a 5","BZ","Societa' a responsabilita' limitata","12/03/2009","Attiva",22751221,548493,212291,3,5
"https://www.fatturatoitalia.it/skill_societa_consortile_a_rl-03854020280","SKILL SOCIETA' CONSORTILE A R.L.","Via Sangro, 15","MILANO","MILANO","LOMBARDIA",3854020280,3854020280,"MI 2675488","81.21","Pulizia generale (non specializzata) di edifici","€ 22.750.796","€ -1.152.013","€ 79.679","1","MI","Societa' consortile a responsabilita' limitata","22/11/2022","Attiva",22750796,-1152013,79679,1,1
"https://www.fatturatoitalia.it/tritecnica_spa-00754950152","TRITECNICA S.P.A.","Viale Lazio, 26","MILANO","MILANO","LOMBARDIA",754950152,754950152,"MI 583740","46.6","COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI ATTREZZATURE E FORNITURE Commercio all'ingrosso di altri macchinari, attrezzature e forniture","€ 22.748.660","€ 2.247.681","€ 1.870.529","da 20 a 49","MI","Societa' per azioni","07/06/1961","Attiva",22748660,2247681,1870529,20,49
"https://www.fatturatoitalia.it/ortobergamo_srl-03621900160","ORTOBERGAMO S.R.L.","Via Borgo Palazzo, 207","BERGAMO","BERGAMO","LOMBARDIA",3621900160,3621900160,"BG 394210","46.31.1","Commercio all'ingrosso di frutta e ortaggi freschi","€ 22.747.681","€ 104.823","€ 314.946","da 6 a 9","BG","Societa' a responsabilita' limitata","24/12/2009","Attiva",22747681,104823,314946,6,9
"https://www.fatturatoitalia.it/moto_shop_2000_societa_a_responsabilita_limitata-02544370618","MOTO SHOP 2000 SOCIETA' A RESPONSABILITA' LIMITATA","Via G. Perlasca, SNC","SANTA MARIA CAPUA VETERE","CASERTA","CAMPANIA",2544370618,2544370618,"CE 178873","45.40.11","Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori","€ 22.747.074","€ 482.304","€ 781.959","da 20 a 49","CE","Societa' a responsabilita' limitata","01/03/1999","Attiva",22747074,482304,781959,20,49
"https://www.fatturatoitalia.it/consorzio_triveneto_energia_soc_consortile_a_rl-03726560281","CONSORZIO TRIVENETO ENERGIA SOC. CONSORTILE A R.L.","Piazza Repubblica, 8","ABANO TERME","PADOVA","VENETO",3726560281,3726560281,"PD 332272","42.21","Costruzione di opere di pubblica utilita' per il trasporto di fluidi","€ 22.746.596","€ -37.464","€ 301.580","da 6 a 9","PD","Societa' consortile a responsabilita' limitata","26/04/2002","Attiva",22746596,-37464,301580,6,9
"https://www.fatturatoitalia.it/biopharma_srl-03744951009","BIOPHARMA S.R.L.","Via Paolo Mercuri, 8","ROMA","ROMA","LAZIO",3744951009,3744951009,"RM 695543","21","Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","€ 22.745.328","€ 108.608","€ 7.823.979","da 100 a 199","RM","Societa' a responsabilita' limitata","12/01/1990","Attiva",22745328,108608,7823979,100,199
"https://www.fatturatoitalia.it/red_fish_srl-04184420877","RED FISH S.R.L.","Via Anzalone, 68/B","ACIREALE","CATANIA","SICILIA",4184420877,4184420877,"CT 278758","46.38.1","Commercio all'ingrosso di prodotti della pesca freschi","€ 22.744.921","€ 590.668","€ 860.626","da 20 a 49","CT","Societa' a responsabilita' limitata","01/07/2004","Attiva",22744921,590668,860626,20,49
"https://www.fatturatoitalia.it/entroterra_societa_per_azioni-01734520438","ENTROTERRA SOCIETA' PER AZIONI","Localita' Torre Del Parco, SNC","CAMERINO","MACERATA","MARCHE",1734520438,1734520438,"MC 176806","46.38.9","Commercio all'ingrosso di altri prodotti alimentari","€ 22.744.833","€ 2.052.840","€ 573.070","da 10 a 15","MC","Societa' per azioni","22/07/2010","Attiva",22744833,2052840,573070,10,15
"https://www.fatturatoitalia.it/impresa_adinolfi_giovanni_srl-04731480655","IMPRESA ADINOLFI GIOVANNI S.R.L.","Via Pantanelle, 45","MONTESANO SULLA MARCELLANA","SALERNO","CAMPANIA",4731480655,4731480655,"SA 389175","41.2","Costruzione di edifici residenziali e non residenziali","€ 22.744.743","€ 1.088.346","€ 7.600.006","da 100 a 199","SA","Societa' a responsabilita' limitata","04/08/2009","Registrata",22744743,1088346,7600006,100,199
"https://www.fatturatoitalia.it/a_molina_c_spa-00214790123","A. MOLINA & C. S.P.A.","Via Dante Alighieri, 36","CAIRATE","VARESE","LOMBARDIA",214790123,214790123,"VA 11272","13.1","Preparazione e filatura di fibre tessili","€ 22.744.396","€ 104.164","€ 2.822.367","da 50 a 99","VA","Societa' per azioni","28/04/1930","Attiva",22744396,104164,2822367,50,99
"https://www.fatturatoitalia.it/lavorazione_carte_speciali_giuseppe_agnesini_spa-00207500133","LAVORAZIONE CARTE SPECIALI GIUSEPPE AGNESINI - S.P.A.","Via Fermi E., 21","MERATE","LECCO","LOMBARDIA",207500133,207500133,"LC 55081","17.21","Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone","€ 22.742.152","€ 2.649.360","€ 4.253.344","da 50 a 99","LC","Societa' per azioni","16/02/1944","Attiva",22742152,2649360,4253344,50,99
"https://www.fatturatoitalia.it/information_consulting_srl_gmbh-01069270211","INFORMATION CONSULTING S.R.L. - G.M.B.H.","Via Nicolo' Copernico, 20","BOLZANO","BOLZANO","TRENTINO ALTO ADIGE",1069270211,1069270211,"BZ 99152","62.01","Produzione di software non connesso all'edizione","€ 22.740.664","€ 210.139","€ 1.788.763","da 20 a 49","BZ","Societa' a responsabilita' limitata","15/03/1983","Attiva",22740664,210139,1788763,20,49
"https://www.fatturatoitalia.it/tessieri_srl-00958370504","TESSIERI SRL","Via Genova, 13","PONSACCO","PISA","TOSCANA",958370504,958370504,"PI 90555","46.36","Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno","€ 22.740.234","€ 17.239","€ 803.353","da 10 a 15","PI","Societa' a responsabilita' limitata","09/11/1985","Attiva",22740234,17239,803353,10,15
"https://www.fatturatoitalia.it/trevicer_srl-02420390268","TREVICER S.R.L.","Via Degli Alpini, 36","ARCADE","TREVISO","VENETO",2420390268,2420390268,"TV 209177","10.91","Produzione di mangimi per l'alimentazione degli animali da allevamento","€ 22.736.433","€ 770.551","€ 273.553","da 3 a 5","TV","Societa' a responsabilita' limitata","09/11/1992","Attiva",22736433,770551,273553,3,5
"https://www.fatturatoitalia.it/mangimi_ongari_srl-01684050204","MANGIMI ONGARI S.R.L.","Piazza Moschini, 33","MOTTEGGIANA","MANTOVA","LOMBARDIA",1684050204,1684050204,"MN 175064","10.91","Produzione di mangimi per l'alimentazione degli animali da allevamento","€ 22.735.476","€ 28.311","€ 699.008","da 10 a 15","MN","Societa' a responsabilita' limitata","01/10/1993","Attiva",22735476,28311,699008,10,15
"https://www.fatturatoitalia.it/euromacchine_srl-03315350268","EUROMACCHINE S.R.L.","Via Dell'artigianato, 38","PONTE DI PIAVE","TREVISO","VENETO",3315350268,3315350268,"TV 261448","28.30.9","Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia","€ 22.734.795","€ 625.547","€ 2.712.168","da 20 a 49","TV","Societa' a responsabilita' limitata","11/12/1997","Attiva",22734795,625547,2712168,20,49
"https://www.fatturatoitalia.it/spencer_italia_societa_a_responsabilita_limitata-01633870348","SPENCER ITALIA - SOCIETA' A RESPONSABILITA' LIMITATA","Via Provinciale, 12","SALA BAGANZA","PARMA","EMILIA ROMAGNA",1633870348,1633870348,"PR 168056","32.50.11","Fabbricazione di materiale medico-chirurgico e veterinario","€ 22.734.210","€ 848.564","€ 6.290.949","da 100 a 199","PR","Societa' a responsabilita' limitata","03/06/1988","Attiva",22734210,848564,6290949,100,199
"https://www.fatturatoitalia.it/nuroll_spa-01172570663","NUROLL S.P.A.","Via Strada Conte,","PIGNATARO MAGGIORE","CASERTA","CAMPANIA",1755070610,1172570663,"CE 120362","22.21","Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche","€ 22.733.128","€ -5.142.478","€ 3.727.618","da 50 a 99","CE","Societa' per azioni","29/04/1988","Attiva",22733128,-5142478,3727618,50,99
"https://www.fatturatoitalia.it/malloy_distribution_srl-04683440962","MALLOY DISTRIBUTION S.R.L.","Via Cassiodoro, 1","ROMA","ROMA","LAZIO",4683440962,4683440962,"RM 1099665","47.71","Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati","€ 22.731.654","€ 55.350","€ 5.349.205","da 100 a 199","RM","Societa' a responsabilita' limitata","24/10/2023","Attiva",22731654,55350,5349205,100,199
"https://www.fatturatoitalia.it/indes_imballaggi_srl-05993780153","INDES IMBALLAGGI SRL","Via Resegone, 0028","CAMPARADA","MONZA E DELLA BRIANZA","LOMBARDIA",812100964,5993780153,"MB 1057637","17.21","Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone","€ 22.730.120","€ 588.777","€ 2.216.460","da 20 a 49","MB","Societa' a responsabilita' limitata","20/07/2007","Attiva",22730120,588777,2216460,20,49
"https://www.fatturatoitalia.it/zampini_srl_industria_salumi-03951160237","ZAMPINI S.R.L. INDUSTRIA SALUMI","Via Maffei, 195","OPPEANO","VERONA","VENETO",3951160237,3951160237,"VR 379015","10.11","Lavorazione e conservazione di carne (escluso volatili)","€ 22.729.932","€ 805.079","€ 833.856","da 16 a 19","VR","Societa' a responsabilita' limitata","26/05/2010","Attiva",22729932,805079,833856,16,19
"https://www.fatturatoitalia.it/mit_srl-03717130987","MIT SRL","Via Giuseppe Avezzana, 2","ROMA","ROMA","LAZIO",3717130987,3717130987,"RM 1636607","25.62","Lavori di meccanica generale","€ 22.729.624","€ 531.765","€ 810.844","da 3 a 5","RM","Societa' a responsabilita' limitata","03/05/2021","Inattiva",22729624,531765,810844,3,5
"https://www.fatturatoitalia.it/zarattini_menotti_srl-01911380283","ZARATTINI MENOTTI S.R.L.","Via Leonardo, 50","SAN MARTINO DI LUPARI","PADOVA","VENETO",1911380283,1911380283,"PD 188630","46.23","Commercio all'ingrosso di animali vivi","€ 22.729.149","€ 134.425","€ 539.796","da 10 a 15","PD","Societa' a responsabilita' limitata","25/09/1984","Attiva",22729149,134425,539796,10,15
"https://www.fatturatoitalia.it/daliform_group_srl-04296720263","DALIFORM GROUP S.R.L.","Via Postumia Centro, 49","GORGO AL MONTICANO","TREVISO","VENETO",4296720263,4296720263,"TV 338635","22.23","Fabbricazione di articoli in plastica per l'edilizia","€ 22.728.433","€ 972.390","€ 535.145","da 10 a 15","TV","Societa' a responsabilita' limitata","03/04/2009","Attiva",22728433,972390,535145,10,15
"https://www.fatturatoitalia.it/recuperator_spa-01816030157","RECUPERATOR S.P.A.","Via Valfurva, 13","RESCALDINA","MILANO","LOMBARDIA",1816030157,1816030157,"MI 870619","28.25","Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione","€ 22.728.373","€ 418.625","€ 5.016.987","da 50 a 99","MI","Societa' per azioni","08/01/1974","Attiva",22728373,418625,5016987,50,99
"https://www.fatturatoitalia.it/bip_services_srl-08696370967","BIP SERVICES S.R.L.","Piazza San Babila, 5","MILANO","MILANO","LOMBARDIA",8696370967,8696370967,"MI 2042728","70.22.09","Altre attivita' di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale","€ 22.726.541","€ 258.161","€ 13.485.149","da 200 a 249","MI","Societa' a responsabilita' limitata","18/06/2014","Attiva",22726541,258161,13485149,200,249
"https://www.fatturatoitalia.it/valente_srl-00257760280","VALENTE S.R.L.","Via Luigi Galvani, 2/4","CAMPODARSEGO","PADOVA","VENETO",257760280,257760280,"PD 91979","23.61","Fabbricazione di prodotti in calcestruzzo per l'edilizia","€ 22.726.486","€ 994.070","€ 1.992.541","da 20 a 49","PD","Societa' a responsabilita' limitata","12/12/1962","Attiva",22726486,994070,1992541,20,49
"https://www.fatturatoitalia.it/energia_capitale_esco_srl-12570671003","ENERGIA CAPITALE ESCO S.R.L.","Viale America, 111","ROMA","ROMA","LAZIO",12570671003,12570671003,"RM 1384507","35.14","Commercio di energia elettrica","€ 22.725.107","€ 104.371","€ 863.196","da 10 a 15","RM","Societa' a responsabilita' limitata","16/10/2013","Attiva",22725107,104371,863196,10,15
"https://www.fatturatoitalia.it/la_california_distribution_srl-01603290634","LA CALIFORNIA DISTRIBUTION S.R.L.","Via Palazziello, BOX N.30","VOLLA","NAPOLI","CAMPANIA",1603290634,1603290634,"NA 313239","46.31","Commercio all'ingrosso di frutta e ortaggi freschi o conservati","€ 22.723.713","€ 439.342","€ 535.672","da 16 a 19",NA,"Societa' a responsabilita' limitata","24/10/1978","Attiva",22723713,439342,535672,16,19
"https://www.fatturatoitalia.it/produttori_ortofrutticoli_associati_societa_cooperativa_per_azi_oni_en-05414690965","PRODUTTORI ORTOFRUTTICOLI ASSOCIATI SOCIETA' COOPERATIVA PER AZI ONI ENUNCIABILE ANCHE P.O.A. S.C.P.A.","Via Del Seminario, 4","TORTONA","ALESSANDRIA","PIEMONTE",5414690965,5414690965,"AL 268339","01.61","Attivita' di supporto alla produzione vegetale","","","","","AL","Societa' cooperativa","13/12/2018","Attiva",NA,NA,NA,0,0
"https://www.fatturatoitalia.it/amg_spa-08320710158","A.M.G. S.P.A.","Viale Della Brina, 18","USMATE VELATE","MONZA E DELLA BRIANZA","LOMBARDIA",1843190131,8320710158,"MB 1908087","46.9","Commercio all'ingrosso non specializzato","€ 22.723.158","€ 783.259","€ 882.049","da 16 a 19","MB","Societa' per azioni","25/11/2016","Attiva",22723158,783259,882049,16,19
"https://www.fatturatoitalia.it/desmo_societa_consortile_a_responsabilita_limitata-16437731009","DESMO SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA","Via Marcello Malpighi, 9","ROMA","ROMA","LAZIO",16437731009,16437731009,"RM 1656642","42.11","Costruzione di strade e autostrade","€ 22.721.016","N.D.","€ 1.271.459","da 20 a 49","RM","Societa' consortile a responsabilita' limitata","09/12/2021","Registrata",22721016,NA,1271459,20,49
"https://www.fatturatoitalia.it/sinteco_logistics_spa-03125270722","SINTECO LOGISTICS S.P.A.","Via Ticino, 5","SAN GIULIANO MILANESE","MILANO","LOMBARDIA",3125270722,3125270722,"MI 1456489","49.41","Trasporto di merci su strada","€ 22.720.464","€ 258.282","€ 2.304.764","da 20 a 49","MI","Societa' per azioni","04/11/2002","Attiva",22720464,258282,2304764,20,49
"https://www.fatturatoitalia.it/cadel_srl-03202180265","CADEL SRL","Via Martiri Della Liberta', 74","SANTA LUCIA DI PIAVE","TREVISO","VENETO",3202180265,3202180265,"TV 227665","27.52","Fabbricazione di apparecchi per uso domestico non elettrici","€ 22.720.043","€ -811.270","€ 4.304.850","da 50 a 99","TV","Societa' a responsabilita' limitata","11/06/1996","Attiva",22720043,-811270,4304850,50,99
"https://www.fatturatoitalia.it/sicily_outlet_village_srl-06227960967","SICILY OUTLET VILLAGE S.R.L.","Corso Matteotti Giacomo, 10","MILANO","MILANO","LOMBARDIA",6227960967,6227960967,"MI 1877874","41.1","Sviluppo di progetti immobiliari","€ 22.719.979","€ -2.856.829","€ 686.076","da 10 a 15","MI","Societa' a responsabilita' limitata","09/06/2008","Attiva",22719979,-2856829,686076,10,15
"https://www.fatturatoitalia.it/actis_guido_srl-02139110015","ACTIS GUIDO S.R.L.","Corso Europa, 400","VOLPIANO","TORINO","PIEMONTE",2139110015,2139110015,"TO 536249","49.41","Trasporto di merci su strada","€ 22.719.748","€ 427.101","€ 9.509.850","da 100 a 199","TO","Societa' a responsabilita' limitata","03/03/1978","Attiva",22719748,427101,9509850,100,199
"https://www.fatturatoitalia.it/gea_srl-00394760284","GEA S.R.L.","Via Brusa', 6","SANT'URBANO","PADOVA","VENETO",394760284,394760284,"PD 104857","38","Attivita' di raccolta, trattamento e smaltimento dei rifiuti; Recupero dei materiali","€ 22.719.270","€ 5.009.730","€ 1.681.543","da 20 a 49","PD","Societa' a responsabilita' limitata","14/09/1967","Attiva",22719270,5009730,1681543,20,49
"https://www.fatturatoitalia.it/moods_energy_spa-03976330401","MOODS ENERGY S.P.A.","Via Enrico Fermi, 10","BELLARIA-IGEA MARINA","RIMINI","EMILIA ROMAGNA",3976330401,3976330401,"RN 319389","74.9","Altre attivita' professionali, scientifiche e tecniche nca","€ 22.718.323","€ 1.425.604","€ 662.566","da 20 a 49","RN","Societa' per azioni","18/01/2012","Attiva",22718323,1425604,662566,20,49
"https://www.fatturatoitalia.it/scom_societa_commerciale_officine_meccaniche_srl-01277780241","S.C.O.M. SOCIETA' COMMERCIALE OFFICINE MECCANICHE S.R.L.","Via Dei Roveri, 34","ARSIERO","VICENZA","VENETO",1277780241,1277780241,"VI 158051","25.5","Fucinatura, imbutitura, stampaggio e profilatura dei metalli; Metallurgia delle polveri","€ 22.717.684","€ 1.260.278","€ 373.271","da 6 a 9","VI","Societa' a responsabilita' limitata","26/01/1981","Attiva",22717684,1260278,373271,6,9
"https://www.fatturatoitalia.it/volta_macchine_srl-01540340211","VOLTA MACCHINE S.R.L.","Via Nicolo' Copernico, 13/A","BOLZANO","BOLZANO","TRENTINO ALTO ADIGE",1540340211,1540340211,"BZ 127748","46.63","Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile","€ 22.717.485","€ 2.620.529","€ 1.646.728","da 20 a 49","BZ","Societa' a responsabilita' limitata","11/10/1994","Attiva",22717485,2620529,1646728,20,49
"https://www.fatturatoitalia.it/brv_bonetti_rubinetterie_valduggia_srl-00164560021","B.R.V. BONETTI RUBINETTERIE VALDUGGIA - S.R.L.","Localita' Molino Rastelli, 2","VALDUGGIA","VERCELLI","PIEMONTE",164560021,164560021,"VC 99718","28.14","Fabbricazione di altri rubinetti e valvole","€ 22.716.286","€ 3.973.711","€ 3.108.361","da 50 a 99","VC","Societa' a responsabilita' limitata","11/05/1970","Attiva",22716286,3973711,3108361,50,99
"https://www.fatturatoitalia.it/supermercati_flli_pentella_srl-04105171211","SUPERMERCATI F.LLI PENTELLA S.R.L.","Via Pontecitra, 72","MARIGLIANO","NAPOLI","CAMPANIA",4105171211,4105171211,"NA 666334","47.11.2","Supermercati","€ 22.716.178","€ 548.485","€ 2.219.730","da 50 a 99",NA,"Societa' a responsabilita' limitata","06/12/2001","Attiva",22716178,548485,2219730,50,99
"https://www.fatturatoitalia.it/e_s_air_srl-11940061002","E+S AIR S.R.L.","Contrada Ficocelle, S.N.C.","OGLIASTRO CILENTO","SALERNO","CAMPANIA",11940061002,11940061002,"SA 426558","74.9","Altre attivita' professionali, scientifiche e tecniche nca","€ 22.715.953","€ 592.315","€ 3.793.248","da 50 a 99","SA","Societa' a responsabilita' limitata","25/09/2013","Attiva",22715953,592315,3793248,50,99
"https://www.fatturatoitalia.it/apsa_srl-00212280234","APSA S.R.L.","Corso Milano, 108/B","VERONA","VERONA","VENETO",212280234,212280234,"VR 34110","46.71","Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati","€ 22.715.306","€ -143.259","€ 268.870","da 6 a 9","VR","Societa' a responsabilita' limitata","17/12/1935","Attiva",22715306,-143259,268870,6,9
"https://www.fatturatoitalia.it/first_srl-04058670235","FIRST S.R.L.","Via Del Lavoro, 32","BOVOLONE","VERONA","VENETO",4058670235,4058670235,"VR 388446","47.3","Commercio al dettaglio di carburante per autotrazione in esercizi specializzati","€ 22.713.640","€ 33.740","€ 699.615","da 10 a 15","VR","Societa' a responsabilita' limitata","18/10/2011","Attiva",22713640,33740,699615,10,15
"https://www.fatturatoitalia.it/di_bi_spa-00509720249","DI BI S.P.A.","Via Grande, 89","CASSOLA","VICENZA","VENETO",509720249,509720249,"VI 133841","32.12.1","Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi","€ 22.713.079","€ 138.413","€ 1.568.998","da 20 a 49","VI","Societa' per azioni","25/11/1976","Attiva",22713079,138413,1568998,20,49
"https://www.fatturatoitalia.it/prodea_group_spa-06853630017","PRODEA GROUP S.P.A.","Corso Vinzaglio, 12 BIS","TORINO","TORINO","PIEMONTE",6853630017,6853630017,"TO 818546","59.11","Attivita' di produzione cinematografica, di video e di programmi televisivi","€ 22.712.907","€ 157.858","€ 4.091.184","da 200 a 249","TO","Societa' per azioni","07/03/1995","Attiva",22712907,157858,4091184,200,249
"https://www.fatturatoitalia.it/magnetic_media_network_spa_o_in_forma_abbreviata_mmn_spa-01923130163","MAGNETIC MEDIA NETWORK S.P.A. O IN FORMA ABBREVIATA MMN S.P.A.","Via Visconti Di Modrone, 33","MILANO","MILANO","LOMBARDIA",12012110156,1923130163,"MI 1523259","46.51","Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software","€ 22.711.761","€ 268.942","€ 1.621.799","da 50 a 99","MI","Societa' per azioni","27/02/1997","Attiva",22711761,268942,1621799,50,99
"https://www.fatturatoitalia.it/ceis_arte_cooperativa_sociale_onlus-01753850369","CEIS A.R.T.E. COOPERATIVA SOCIALE ONLUS","Viale Gramsci, 10","MODENA","MODENA","EMILIA ROMAGNA",1753850369,1753850369,"MO 240470","87.9","Altre strutture di assistenza sociale residenziale","","","","","MO","Societa' cooperativa","22/04/1987","Attiva",NA,NA,NA,0,0
"https://www.fatturatoitalia.it/servizi_logistici_srl-08880180966","SERVIZI LOGISTICI S.R.L.","Via Caldera, 21","MILANO","MILANO","LOMBARDIA",8880180966,8880180966,"MI 2534189","52.29.22","Servizi logistici relativi alla distribuzione delle merci","€ 22.707.023","€ 328.386","€ 1.278.170","da 16 a 19","MI","Societa' a responsabilita' limitata","24/09/2018","Attiva",22707023,328386,1278170,16,19
"https://www.fatturatoitalia.it/ferrifirenze_srl-06163480483","FERRIFIRENZE S.R.L.","Via A. Gramsci, 456","SESTO FIORENTINO","FIRENZE","TOSCANA",6163480483,6163480483,"FI 605771","32.12.1","Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi","€ 22.706.926","€ 4.543.334","€ 1.832.004","da 20 a 49","FI","Societa' a responsabilita' limitata","30/05/2011","Attiva",22706926,4543334,1832004,20,49
"https://www.fatturatoitalia.it/nickel_and_co_srl-04637950967","NICKEL AND CO S.R.L.","Via Marsala, 3","MONZA","MONZA E DELLA BRIANZA","LOMBARDIA",4637950967,4637950967,"MB 1762780","46.72.2","Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati","€ 22.705.611","€ 212.937","€ 168.201","da 3 a 5","MB","Societa' a responsabilita' limitata","19/10/2020","Attiva",22705611,212937,168201,3,5
